Date,TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef
10/19/2013,Eastern Michigan,28,39,315,28,14,162,2,1,56,34,148,33,26,399,1,0
10/19/2013,Florida,17,31,59,29,15,92,1,2,36,37,205,36,18,295,1,1
10/19/2013,Florida State,51,38,121,35,22,444,1,0,14,41,123,45,22,203,2,2
10/19/2013,Fresno State,38,39,206,51,35,435,1,0,14,25,133,42,27,161,0,0
10/19/2013,Georgia,27,35,107,28,16,114,1,2,31,38,119,35,21,218,2,0
10/19/2013,Georgia State,17,35,160,36,20,208,1,0,24,42,296,12,5,47,1,0
10/19/2013,Georgia Tech,56,67,394,5,3,88,1,0,0,26,75,29,13,133,2,1
10/19/2013,Houston,46,29,48,47,31,435,3,0,47,71,264,44,29,417,3,0
10/19/2013,Illinois,32,29,72,34,26,319,0,2,56,46,289,21,16,189,0,0
10/19/2013,Indiana,47,33,162,43,24,410,2,0,63,54,248,29,21,503,0,2
10/19/2013,Iowa,24,27,130,34,19,245,1,0,34,51,273,27,22,222,0,0
10/19/2013,Iowa State,7,33,41,27,15,133,2,1,71,53,291,39,29,423,0,0
10/19/2013,Kansas,19,39,185,13,5,16,0,0,34,45,235,26,16,180,1,1
10/19/2013,Kent State,21,33,247,26,14,181,0,0,38,53,257,24,16,224,0,0
10/19/2013,Louisiana State,24,35,114,33,19,274,3,0,27,43,176,41,31,349,0,2
10/19/2013,Louisiana Tech,13,23,37,55,37,367,2,1,28,44,165,24,16,221,1,0
10/19/2013,Maryland,10,23,39,51,27,344,2,1,34,24,47,38,28,260,0,0
10/19/2013,Massachusetts,3,33,85,28,14,162,1,2,32,48,215,27,18,167,0,0
10/19/2013,Memphis,29,40,122,36,26,198,1,1,34,33,139,43,27,321,1,2
10/19/2013,Miami-Ohio,17,36,77,34,23,226,1,1,24,39,147,32,23,227,0,3
10/19/2013,Michigan,63,54,248,29,21,503,0,2,47,33,162,43,24,410,2,0
10/19/2013,Michigan State,14,41,182,26,14,112,0,0,0,34,66,25,14,160,1,1
10/19/2013,Minnesota,20,49,176,14,9,123,0,0,17,26,94,46,25,234,2,1
10/19/2013,Mississippi,27,43,176,41,31,349,0,2,24,36,114,33,19,274,3,0
10/19/2013,Missouri,36,37,205,36,18,295,1,1,17,31,59,29,15,92,1,2
10/19/2013,Navy,44,93,419,13,5,95,0,1,45,46,321,20,11,105,1,0
10/19/2013,Nevada-Las Vegas,14,25,133,42,27,161,0,0,38,39,206,51,35,435,1,0
10/19/2013,Nevada-Reno,17,52,165,30,22,208,0,0,34,46,407,21,18,150,1,0
10/19/2013,New Mexico,10,43,160,20,11,140,0,1,45,42,337,24,16,155,0,0
10/19/2013,New Mexico State,19,36,160,21,8,168,2,1,45,67,409,15,9,106,0,1
10/19/2013,North Texas,28,44,165,24,16,221,1,0,13,23,37,55,37,367,2,1
10/19/2013,Northern Illinois,38,53,437,30,20,155,1,0,17,30,75,32,16,271,1,1
10/19/2013,Northwestern,17,26,94,46,25,234,2,1,20,49,176,14,9,123,0,0
10/19/2013,Notre Dame,14,40,129,25,14,166,0,1,10,31,129,34,20,201,1,0
10/19/2013,Ohio,56,34,148,33,26,399,1,0,28,39,315,28,14,162,2,1
10/19/2013,Ohio State,34,51,273,27,22,222,0,0,24,27,130,34,19,245,1,0
10/19/2013,Oklahoma,34,45,235,26,16,180,1,1,19,39,185,13,5,16,0,0
10/19/2013,Oklahoma State,24,35,95,44,20,320,3,1,10,36,126,37,18,199,3,1
10/19/2013,Oregon,62,44,383,33,24,336,0,3,38,12,2,89,58,557,4,1
10/19/2013,Oregon State,49,28,74,46,36,496,0,2,17,30,75,47,32,291,2,2
10/19/2013,Pittsburgh,35,45,266,18,11,104,0,0,24,20,93,53,31,312,1,0
10/19/2013,Purdue,0,34,66,25,14,160,1,1,14,41,182,26,14,112,0,0
10/19/2013,Rice,45,67,409,15,9,106,0,1,19,36,160,21,8,168,2,1
10/19/2013,S-M-U,34,33,139,43,27,321,1,2,29,40,122,36,26,198,1,1
10/19/2013,South Alabama,38,53,257,24,16,224,0,0,21,33,247,26,14,181,0,0
10/19/2013,South Carolina,21,42,218,22,8,166,1,1,23,41,146,36,19,179,0,0
10/19/2013,Southern Cal,10,31,129,34,20,201,1,0,14,40,129,25,14,166,0,1
10/19/2013,Southern Miss,14,36,121,28,11,112,1,1,55,44,122,44,34,354,0,1
10/19/2013,Stanford,24,50,192,25,18,227,1,0,10,27,74,39,24,192,2,0
10/19/2013,Syracuse,0,26,75,29,13,133,2,1,56,67,394,5,3,88,1,0
10/19/2013,Temple,33,44,158,16,10,203,1,0,14,58,255,19,8,83,2,2
10/19/2013,Tennessee,23,41,146,36,19,179,0,0,21,42,218,22,8,166,1,1
10/19/2013,Texas A+M,41,41,133,42,30,469,2,0,45,60,379,25,11,236,0,1
10/19/2013,Texas Christian,10,36,126,37,18,199,3,1,24,35,95,44,20,320,3,1
10/19/2013,Texas State,24,42,296,12,5,47,1,0,17,35,160,36,20,208,1,0
10/19/2013,Texas Tech,37,31,111,50,36,462,0,2,27,39,183,43,27,254,0,1
10/19/2013,Toledo,45,46,321,20,11,105,1,0,44,93,419,13,5,95,0,1
10/19/2013,U.C.L.A.,10,27,74,39,24,192,2,0,24,50,192,25,18,227,1,0
10/19/2013,Utah,24,42,172,32,15,157,2,0,35,58,300,30,18,168,0,2
10/19/2013,Utah State,45,42,337,24,16,155,0,0,10,43,160,20,11,140,0,1
10/19/2013,Vanderbilt,31,38,119,35,21,218,2,0,27,35,107,28,16,114,1,2
10/19/2013,Virginia,22,39,100,38,20,263,1,0,35,44,180,40,22,292,1,0
10/19/2013,Wake Forest,34,24,47,38,28,260,0,0,10,23,39,51,27,344,2,1
10/19/2013,Washington,24,25,-5,40,16,217,0,1,53,51,314,42,26,271,1,1
10/19/2013,Washington State,38,12,2,89,58,557,4,1,62,44,383,33,24,336,0,3
10/19/2013,West Virginia,27,39,183,43,27,254,0,1,37,31,111,50,36,462,0,2
10/19/2013,Western Michigan,17,26,164,34,19,204,1,1,38,43,159,38,25,324,1,1
10/19/2013,Wisconsin,56,46,289,21,16,189,0,0,32,29,72,34,26,319,0,2
10/19/2013,Wyoming,22,34,165,37,22,251,2,1,52,54,290,23,18,219,1,0
10/22/2013,Arkansas State,7,25,79,21,11,89,1,0,23,58,265,28,18,205,1,0
10/22/2013,UL-Lafayette,23,58,265,28,18,205,1,0,7,25,79,21,11,89,1,0
10/24/2013,Kentucky,22,40,160,35,19,165,0,0,28,42,152,37,25,295,0,0
10/24/2013,Marshall,49,52,213,35,19,235,1,1,51,60,288,40,22,277,1,1
10/24/2013,Middle Tennessee,51,60,308,40,22,277,1,1,49,52,213,35,19,235,1,1
10/24/2013,Mississippi State,28,42,152,37,25,295,0,0,22,40,160,35,19,165,0,0
10/25/2013,Boise State,20,44,214,46,29,285,1,3,37,50,229,41,27,339,0,0
10/25/2013,Brigham Young,37,50,229,41,27,339,0,0,20,43,209,47,30,290,1,3
10/26/2013,Air Force,10,65,290,12,8,49,0,2,45,37,135,26,18,331,0,0
10/26/2013,Akron,24,44,226,35,17,211,2,1,42,37,157,36,26,277,0,1
10/26/2013,Alabama,45,37,204,28,19,275,0,1,10,28,127,28,13,195,2,0
10/26/2013,Arizona,44,50,405,32,21,265,1,1,20,42,137,33,17,212,1,0
10/26/2013,Auburn,45,59,422,18,12,206,1,0,10,25,97,26,11,150,0,1
10/26/2013,Ball State,42,37,157,36,26,277,0,1,24,44,226,35,17,211,2,1
10/26/2013,Baylor,59,44,306,38,21,437,0,2,14,50,154,33,11,154,0,1
10/26/2013,Boston College,10,38,202,22,11,59,0,1,34,44,110,29,22,282,0,0
10/26/2013,Bowling Green,25,36,135,26,17,208,0,0,28,41,242,23,15,130,0,1
10/26/2013,Buffalo,41,39,206,31,20,285,0,0,21,30,103,32,20,260,2,0
10/26/2013,California,17,29,131,59,34,352,0,1,41,44,262,34,21,380,0,0
10/26/2013,Clemson,40,57,247,41,28,304,1,2,27,25,82,45,19,282,2,2
10/26/2013,Colorado,20,42,137,33,17,212,1,0,44,50,405,32,21,265,1,1
10/26/2013,Colorado State,35,49,231,26,15,177,1,1,28,29,32,57,31,386,2,2
10/26/2013,Connecticut,17,30,91,32,14,142,2,2,62,38,176,35,26,351,1,1
10/26/2013,Duke,13,28,91,26,7,107,4,0,10,46,173,38,21,214,4,0
10/26/2013,Eastern Michigan,20,46,164,32,13,173,0,0,59,44,327,28,21,331,0,0
10/26/2013,Florida Atlantic,10,25,77,26,11,150,0,1,45,59,422,18,12,206,1,0
10/26/2013,Florida Intl,7,38,69,26,11,128,2,1,23,47,141,32,20,192,3,0
10/26/2013,Florida State,49,34,224,34,20,342,2,0,17,42,188,33,17,128,2,1
10/26/2013,Fresno State,35,19,43,57,35,298,0,0,28,48,170,39,21,337,1,1
10/26/2013,Georgia State,10,33,136,31,12,108,3,1,38,37,224,44,30,309,0,2
10/26/2013,Georgia Tech,35,51,389,10,6,118,2,3,25,31,68,62,43,376,1,0
10/26/2013,Hawaii,28,29,32,57,31,386,2,2,35,49,231,26,15,177,1,1
10/26/2013,Houston,49,38,211,35,28,400,0,0,14,41,204,31,18,216,5,1
10/26/2013,Idaho,14,36,87,30,12,166,0,1,59,45,292,29,22,280,0,0
10/26/2013,Illinois,3,21,25,21,13,103,1,1,42,55,269,16,15,208,0,1
10/26/2013,Iowa,17,41,136,27,19,169,1,0,10,52,225,14,11,104,0,2
10/26/2013,Iowa State,27,48,154,38,18,192,1,2,58,47,342,27,10,78,1,0
10/26/2013,Kansas,14,50,154,33,11,154,0,1,59,44,306,38,21,437,0,2
10/26/2013,Kansas State,35,43,157,21,18,291,0,2,12,29,103,42,19,264,1,2
10/26/2013,Kent State,21,30,103,32,20,260,2,0,41,39,206,31,20,285,0,0
10/26/2013,Louisiana State,48,36,332,26,17,340,2,1,16,35,92,29,17,106,1,0
10/26/2013,Louisiana Tech,23,47,141,32,20,192,3,0,7,38,69,26,11,128,2,1
10/26/2013,Louisville,34,40,132,30,26,353,0,0,3,20,38,19,8,95,1,1
10/26/2013,Maryland,27,25,82,45,19,282,2,2,40,57,247,41,28,304,1,2
10/26/2013,Massachusetts,30,42,112,25,16,220,0,0,31,35,118,37,23,275,0,0
10/26/2013,Miami-Florida,24,40,200,28,17,191,0,0,21,25,59,46,25,302,1,0
10/26/2013,Miami-Ohio,16,40,85,34,15,155,1,0,41,42,229,33,22,306,0,1
10/26/2013,Michigan State,42,55,269,16,15,208,0,1,3,21,25,21,13,103,1,1
10/26/2013,Minnesota,34,54,271,17,8,159,0,0,23,30,189,30,16,139,1,1
10/26/2013,Mississippi,59,45,292,29,22,280,0,0,14,36,87,30,12,166,0,1
10/26/2013,Missouri,24,41,155,25,10,249,1,0,27,35,75,56,35,423,1,2
10/26/2013,Navy,24,47,220,18,8,105,1,0,21,38,135,27,20,203,0,1
10/26/2013,Nebraska,23,30,189,30,16,139,1,1,34,54,271,17,8,159,0,0
10/26/2013,Nevada-Las Vegas,27,42,149,42,29,335,0,1,22,36,130,40,24,357,1,1
10/26/2013,Nevada-Reno,22,36,130,40,24,357,1,1,27,42,149,42,29,335,0,1
10/26/2013,New Mexico State,34,45,224,31,24,245,2,1,29,24,146,49,33,428,1,1
10/26/2013,No Carolina State,17,42,188,33,17,128,2,1,49,34,224,34,20,342,2,0
10/26/2013,North Carolina,34,44,110,29,22,282,0,0,10,38,202,22,11,59,0,1
10/26/2013,North Texas,55,62,229,27,18,300,2,2,14,21,39,31,12,210,3,2
10/26/2013,Northern Illinois,59,44,327,28,21,331,0,0,20,46,164,32,13,173,0,0
10/26/2013,Northwestern,10,52,225,14,11,104,0,2,17,41,136,27,19,169,1,0
10/26/2013,Notre Dame,45,37,135,26,18,331,0,0,10,65,290,12,8,49,0,2
10/26/2013,Ohio,41,42,229,33,22,306,0,1,16,40,85,34,15,155,1,0
10/26/2013,Ohio State,63,51,408,26,20,278,0,0,14,40,120,34,19,237,2,1
10/26/2013,Oklahoma,38,50,277,22,14,249,0,1,30,25,72,54,34,388,2,1
10/26/2013,Oklahoma State,58,47,342,27,10,78,1,0,27,48,154,38,18,192,1,2
10/26/2013,Oregon,42,53,325,28,21,230,0,2,14,52,219,19,13,64,2,0
10/26/2013,Oregon State,12,24,17,57,41,271,0,1,20,33,185,18,8,88,0,2
10/26/2013,Penn State,14,40,120,34,19,237,2,1,63,51,408,26,20,278,0,0
10/26/2013,Pittsburgh,21,38,135,27,20,203,0,1,24,47,220,18,8,105,1,0
10/26/2013,Rice,45,47,265,20,8,259,0,0,7,55,248,12,7,116,1,2
10/26/2013,Rutgers,14,41,204,31,18,216,5,1,49,38,211,35,28,400,0,0
10/26/2013,S-M-U,59,29,190,53,37,538,0,3,49,36,217,38,27,376,0,1
10/26/2013,San Diego State,28,48,170,39,21,337,1,1,35,19,43,57,35,298,0,0
10/26/2013,San Jose State,51,44,160,37,27,482,0,1,44,43,332,34,22,267,1,1
10/26/2013,South Alabama,31,22,109,43,27,300,1,1,33,53,234,26,15,218,1,0
10/26/2013,South Carolina,27,35,75,56,35,423,1,2,24,41,155,25,10,249,1,0
10/26/2013,South Florida,3,20,38,19,8,95,1,1,34,40,132,30,26,353,0,0
10/26/2013,Southern Cal,19,30,30,32,21,230,0,0,3,38,71,31,12,130,3,1
10/26/2013,Southern Miss,14,21,39,31,12,210,3,2,55,62,229,27,18,300,2,2
10/26/2013,Stanford,20,33,185,18,8,88,0,2,12,24,17,57,41,271,0,1
10/26/2013,Temple,49,36,217,38,27,376,0,1,59,29,190,53,37,538,0,3
10/26/2013,Tennessee,10,28,127,28,13,195,2,0,45,37,204,28,19,275,0,1
10/26/2013,Texas,30,52,187,19,9,228,2,0,7,24,45,39,17,201,1,2
10/26/2013,Texas A+M,56,32,182,46,33,376,1,4,24,44,95,32,17,234,3,0
10/26/2013,Texas Christian,7,24,45,39,17,201,1,2,30,52,187,19,9,228,2,0
10/26/2013,Texas State,33,53,234,26,15,218,1,0,31,22,109,43,27,300,1,1
10/26/2013,Texas Tech,30,25,72,54,34,388,2,1,38,50,277,22,14,249,0,1
10/26/2013,Texas-San Antonio,52,42,248,25,18,275,0,0,31,34,189,43,23,317,2,1
10/26/2013,Toledo,28,41,242,23,15,130,0,1,25,36,135,26,17,208,0,0
10/26/2013,Troy,32,30,91,33,20,306,1,0,26,41,133,48,31,399,0,2
10/26/2013,Tulane,14,41,137,29,17,164,2,0,7,46,205,30,13,139,3,1
10/26/2013,Tulsa,7,46,205,30,13,139,3,1,14,41,137,29,17,164,2,0
10/26/2013,U-A-B,31,34,189,43,23,317,2,1,52,42,248,25,18,275,0,0
10/26/2013,U-C-F,62,38,176,35,26,351,1,1,17,30,91,32,14,142,2,2
10/26/2013,U.C.L.A.,14,52,219,19,13,64,2,0,42,53,325,28,21,230,0,2
10/26/2013,UL-Monroe,38,37,224,44,30,309,0,2,10,33,136,31,12,108,3,1
10/26/2013,UTEP,7,55,248,12,7,116,1,2,45,47,265,20,8,259,0,0
10/26/2013,Utah,3,38,71,31,12,130,3,1,19,30,30,32,21,230,0,0
10/26/2013,Vanderbilt,24,44,95,32,17,234,3,0,56,32,182,46,33,376,1,4
10/26/2013,Virginia,25,31,68,62,43,376,1,0,35,52,394,9,5,113,2,3
10/26/2013,Virginia Tech,10,46,173,38,21,214,4,0,13,28,91,26,7,107,4,0
10/26/2013,Wake Forest,21,25,59,46,25,302,1,0,24,40,200,28,17,191,0,0
10/26/2013,Washington,41,44,262,34,21,380,0,0,17,29,131,59,34,352,0,1
10/26/2013,West Virginia,12,29,103,42,19,264,1,2,35,43,157,21,18,291,0,2
10/26/2013,Western Kentucky,26,41,133,48,31,399,0,2,32,30,91,33,20,306,1,0
10/26/2013,Western Michigan,31,35,118,37,23,275,0,0,30,42,112,25,16,220,0,0
10/26/2013,Wyoming,44,43,332,34,22,267,1,1,51,44,160,37,27,482,0,1
10/30/2013,Cincinnati,34,41,108,37,29,329,1,0,21,28,92,33,17,140,1,1
10/30/2013,Memphis,21,28,92,33,17,140,1,1,34,41,108,37,29,329,1,0
10/31/2013,Arizona State,55,57,282,31,22,275,1,1,21,11,2,54,29,300,1,1
10/31/2013,Houston,35,26,95,30,23,293,0,2,23,34,53,41,26,311,1,1
10/31/2013,North Texas,28,43,149,13,7,104,1,0,16,42,133,28,18,222,2,1
10/31/2013,Rice,16,42,133,28,18,222,2,1,28,43,149,13,7,104,1,0
10/31/2013,South Florida,23,34,53,41,26,311,1,1,35,26,95,30,23,293,0,2
10/31/2013,Troy,37,31,144,55,32,367,0,2,49,40,108,32,21,354,0,0
10/31/2013,UL-Monroe,49,41,109,32,21,354,0,0,37,31,144,55,32,367,0,2
10/31/2013,Washington State,21,11,2,54,29,300,1,1,55,57,282,31,22,275,1,1
11/1/2013,Oregon State,14,16,92,45,26,277,3,0,31,44,242,21,17,247,1,0
11/1/2013,Southern Cal,31,44,242,21,17,247,1,0,14,16,92,45,26,277,3,0
11/2/2013,Air Force,42,46,343,8,7,111,0,1,28,70,308,14,8,109,0,0
11/2/2013,Akron,16,47,173,21,9,131,0,1,7,33,162,31,15,138,3,2
11/2/2013,Arizona,33,52,187,38,24,261,0,0,28,26,130,56,34,289,2,0
11/2/2013,Arkansas,17,47,222,27,12,124,1,2,35,46,233,9,8,133,0,0
11/2/2013,Arkansas State,17,47,189,25,21,160,0,1,16,40,143,30,15,228,1,0
11/2/2013,Army,28,70,308,14,8,109,0,0,42,46,343,8,7,111,0,1
11/2/2013,Auburn,35,46,233,9,8,133,0,0,17,47,222,27,12,124,1,2
11/2/2013,Boise State,42,31,132,27,19,305,0,2,30,56,229,53,36,397,1,1
11/2/2013,Boston College,34,42,196,14,11,93,0,0,27,29,55,41,24,391,2,2
11/2/2013,California,28,26,130,56,34,289,2,0,33,51,187,38,24,261,0,0
11/2/2013,Clemson,59,43,175,45,34,435,1,0,10,39,114,46,19,163,2,1
11/2/2013,Colorado,23,40,134,36,25,247,0,1,45,33,139,24,19,273,0,0
11/2/2013,Colorado State,30,56,229,53,36,397,1,1,42,31,132,27,19,305,0,2
11/2/2013,East Carolina,34,19,74,36,24,299,0,0,13,43,73,33,21,194,1,0
11/2/2013,Eastern Michigan,16,27,82,27,12,227,1,0,55,53,334,29,20,395,0,1
11/2/2013,Florida,20,41,145,29,13,174,0,0,23,35,156,26,16,258,0,1
11/2/2013,Florida Atlantic,34,49,194,22,11,137,1,1,17,28,62,31,11,105,4,0
11/2/2013,Florida Intl,13,43,73,33,21,194,1,0,34,19,74,36,24,299,0,0
11/2/2013,Florida State,41,44,192,29,21,325,2,0,14,29,83,28,16,192,2,0
11/2/2013,Fresno State,41,33,160,55,39,487,0,1,23,42,218,24,14,206,1,0
11/2/2013,Georgia,23,35,156,26,16,258,0,1,20,41,145,29,13,174,0,0
11/2/2013,Georgia State,28,27,85,41,26,325,2,0,44,47,204,29,18,241,1,1
11/2/2013,Georgia Tech,21,53,276,10,5,84,0,2,10,21,-5,37,25,233,1,0
11/2/2013,Hawaii,10,25,59,44,22,260,3,0,47,44,163,42,28,370,1,0
11/2/2013,Idaho,21,38,145,35,20,181,0,1,37,38,108,24,19,228,0,0
11/2/2013,Illinois,17,24,90,52,33,321,2,0,24,48,250,32,20,240,0,1
11/2/2013,Indiana,39,37,227,38,21,269,0,1,42,52,248,26,17,325,0,1
11/2/2013,Iowa,9,32,115,40,16,179,2,0,28,45,218,19,11,144,1,0
11/2/2013,Iowa State,7,34,123,36,17,126,3,0,41,48,227,20,13,221,0,1
11/2/2013,Kansas,13,36,140,23,12,166,0,1,35,44,221,32,21,197,2,0
11/2/2013,Kansas State,41,48,227,20,13,221,0,1,7,34,123,36,17,126,3,0
11/2/2013,Kent State,7,33,162,31,15,138,3,2,16,47,173,21,9,131,0,1
11/2/2013,Kentucky,48,44,233,29,17,189,0,0,14,38,149,28,12,148,0,2
11/2/2013,Marshall,61,27,304,37,28,332,0,2,13,33,74,48,24,323,1,1
11/2/2013,Massachusetts,19,45,155,25,10,169,2,1,63,49,354,17,12,258,0,2
11/2/2013,Miami-Florida,14,29,83,28,16,192,2,0,41,44,192,29,21,325,2,0
11/2/2013,Michigan,6,29,-48,30,15,216,1,0,29,39,142,33,18,252,1,0
11/2/2013,Michigan State,29,39,142,33,18,252,1,0,6,29,-48,30,15,216,1,0
11/2/2013,Middle Tennessee,24,34,259,23,12,170,1,0,21,56,299,9,6,57,1,1
11/2/2013,Minnesota,42,52,248,26,17,325,0,1,39,37,227,38,21,269,0,1
11/2/2013,Mississippi State,16,35,150,43,28,235,3,2,34,34,160,20,10,147,0,0
11/2/2013,Missouri,31,54,339,25,12,163,0,0,3,24,94,42,26,240,2,1
11/2/2013,Navy,34,70,331,9,6,88,0,0,38,36,264,20,12,242,2,0
11/2/2013,Nebraska,27,50,195,42,22,277,4,0,24,47,245,21,8,81,1,0
11/2/2013,Nevada-Las Vegas,24,27,86,49,26,265,2,0,34,46,312,31,16,180,2,0
11/2/2013,Nevada-Reno,23,42,218,24,14,206,1,0,41,33,160,55,39,487,0,1
11/2/2013,New Mexico,30,41,253,20,10,170,1,0,35,41,249,22,17,234,0,0
11/2/2013,New Mexico State,35,42,120,36,26,330,1,0,49,32,209,20,14,231,1,1
11/2/2013,No Carolina State,19,48,212,29,14,176,2,0,27,38,152,38,24,275,1,0
11/2/2013,North Carolina,27,38,152,38,24,275,1,0,19,48,212,29,14,176,2,0
11/2/2013,Northern Illinois,63,49,354,17,12,258,0,2,19,45,155,25,10,169,2,1
11/2/2013,Northwestern,24,47,245,21,8,81,1,0,27,50,195,42,22,277,4,0
11/2/2013,Notre Dame,38,36,264,20,12,242,2,0,34,70,331,9,6,88,0,0
11/2/2013,Ohio State,56,41,345,36,28,295,1,0,0,27,27,29,13,89,1,1
11/2/2013,Oklahoma State,52,55,281,34,18,211,2,0,34,26,124,71,45,425,2,1
11/2/2013,Penn State,24,48,250,32,20,240,0,1,17,24,90,52,33,321,2,0
11/2/2013,Pittsburgh,10,21,-5,37,25,233,1,0,21,53,276,10,5,84,0,2
11/2/2013,Purdue,0,27,27,29,13,89,1,1,56,41,345,36,28,295,1,0
11/2/2013,Rutgers,23,28,69,39,27,371,0,1,20,33,119,31,21,203,2,1
11/2/2013,San Diego State,35,41,249,22,17,234,0,0,30,41,253,20,10,170,1,0
11/2/2013,San Jose State,34,45,312,31,16,180,2,0,24,27,86,49,26,265,2,0
11/2/2013,South Alabama,16,40,143,30,15,228,1,0,17,47,189,25,21,160,0,1
11/2/2013,South Carolina,34,34,160,20,10,147,0,0,16,35,150,43,28,235,3,2
11/2/2013,Southern Miss,13,33,74,48,24,323,1,1,61,27,304,37,28,332,0,2
11/2/2013,Syracuse,13,45,183,31,19,169,0,0,0,18,40,54,22,173,1,0
11/2/2013,Temple,20,33,119,31,21,203,2,0,23,28,69,39,27,371,0,1
11/2/2013,Tennessee,3,24,94,42,26,240,2,1,31,54,339,25,12,163,0,0
11/2/2013,Texas,35,44,221,32,21,197,2,0,13,36,140,23,12,166,0,1
11/2/2013,Texas A+M,57,30,234,30,21,330,0,1,7,44,127,17,9,71,3,1
11/2/2013,Texas Christian,27,29,60,58,40,394,2,2,30,36,148,41,25,267,2,0
11/2/2013,Texas State,37,38,108,24,19,228,0,0,21,38,145,35,20,181,0,1
11/2/2013,Texas Tech,34,26,124,71,45,425,2,1,52,55,281,34,18,211,2,0
11/2/2013,Texas-San Antonio,34,39,286,20,16,114,0,1,15,36,157,45,25,221,2,2
11/2/2013,Toledo,55,53,334,29,20,395,0,1,16,27,82,27,12,227,1,0
11/2/2013,Tulane,17,28,62,31,11,105,4,0,34,49,194,22,11,137,1,1
11/2/2013,Tulsa,15,36,157,45,25,221,2,2,34,39,286,20,16,114,0,1
11/2/2013,U-A-B,21,56,299,9,6,57,1,1,24,34,259,23,12,170,1,0
11/2/2013,U.C.L.A.,45,33,139,24,19,273,0,0,23,40,134,36,25,247,0,1
11/2/2013,UL-Lafayette,49,32,209,20,14,231,1,1,35,42,120,36,26,330,1,0
11/2/2013,UTEP,7,44,127,17,9,71,3,1,57,30,234,30,21,330,0,1
11/2/2013,Utah State,47,44,163,42,28,370,1,0,10,25,59,44,22,260,3,0
11/2/2013,Virginia,10,39,114,46,19,163,2,1,59,43,175,45,34,435,1,0
11/2/2013,Virginia Tech,27,29,55,41,24,391,2,2,34,42,196,14,11,93,0,0
11/2/2013,Wake Forest,0,18,40,54,22,173,1,0,13,45,183,31,19,169,0,0
11/2/2013,West Virginia,30,36,148,41,25,267,2,0,27,29,60,58,40,394,2,2
11/2/2013,Western Kentucky,44,46,203,29,18,241,1,1,28,27,85,41,26,325,2,0
11/2/2013,Wisconsin,28,45,218,19,11,144,1,0,9,32,115,40,16,179,2,0
11/5/2013,Bowling Green,45,41,189,30,21,258,1,0,3,37,97,25,15,131,0,3
11/5/2013,Buffalo,30,42,252,23,13,169,1,0,3,34,69,38,17,164,0,1
11/5/2013,Miami-Ohio,3,37,97,25,15,131,0,3,45,41,189,30,21,258,1,0
11/5/2013,Ohio,3,34,69,38,17,164,0,1,30,42,252,23,13,169,1,0
11/6/2013,Ball State,44,44,250,29,20,299,0,0,24,27,113,32,20,284,1,2
11/6/2013,Central Michigan,24,27,113,32,20,284,1,2,44,44,250,29,20,299,0,0
11/7/2013,Baylor,41,54,255,26,13,204,0,0,12,34,87,35,15,150,2,0
11/7/2013,Oklahoma,12,34,87,35,15,150,2,0,41,54,255,26,13,204,0,0
11/7/2013,Oregon,20,24,62,34,20,250,0,2,26,66,274,13,7,103,0,0
11/7/2013,Stanford,26,66,274,13,7,103,0,0,20,24,62,34,20,250,0,2
11/7/2013,Troy,36,39,192,45,26,277,0,0,41,44,193,13,8,185,1,1
11/7/2013,UL-Lafayette,41,44,193,13,8,185,1,1,36,39,192,45,26,277,0,0
11/8/2013,Air Force,37,48,257,23,15,188,0,0,45,65,451,3,1,28,0,0
11/8/2013,Connecticut,10,33,58,38,20,179,3,2,31,30,81,37,21,288,1,0
11/8/2013,Louisville,31,30,81,37,21,288,1,0,10,33,58,38,20,179,3,2
11/8/2013,New Mexico,45,65,451,3,1,28,0,0,37,48,257,23,15,188,0,0
11/9/2013,Alabama,38,42,193,20,14,179,0,0,17,31,43,23,16,241,0,2
11/9/2013,Arizona,26,47,239,33,20,186,1,1,31,49,249,26,18,227,0,1
11/9/2013,Arizona State,20,39,149,31,19,144,0,1,19,46,126,21,6,121,2,0
11/9/2013,Arkansas,24,34,196,32,18,193,1,0,34,39,112,37,28,419,2,0
11/9/2013,Arkansas State,42,58,259,23,16,235,0,1,14,28,137,37,17,191,2,0
11/9/2013,Army,17,46,277,12,8,70,0,2,21,40,135,24,16,199,1,1
11/9/2013,Auburn,55,53,444,7,3,35,1,1,23,43,226,25,16,128,1,0
11/9/2013,Boston College,48,35,320,25,17,230,0,2,34,29,159,57,43,389,1,0
11/9/2013,Brigham Young,17,39,163,42,19,207,1,0,27,45,229,32,23,196,1,1
11/9/2013,California,28,44,195,52,36,288,0,0,62,29,256,22,17,243,0,0
11/9/2013,Cincinnati,28,45,163,32,27,299,2,1,25,20,48,47,38,403,0,0
11/9/2013,Colorado,7,37,128,25,14,171,2,1,59,51,316,29,22,312,0,0
11/9/2013,Colorado State,38,37,331,27,20,239,1,0,17,33,164,47,31,247,0,0
11/9/2013,Duke,38,31,123,34,20,198,3,1,20,48,164,33,13,248,3,1
11/9/2013,East Carolina,58,37,121,50,34,384,0,1,24,40,188,44,19,175,3,1
